Database,Schema,Table,Column,Data_Type,CONVERT,Size,Precision_Scale,is_nullable,Description,Trigger,MASK,USE?
Envio,dba,RECEIVER,NAME_RECEIVER,varchar,,40,0/0,FALSE,Receiver name,,,No Use (PII)
Envio,dba,RECEIVER,NET_AMOUNT_RECEIVER,numeric,,9,38/38,FALSE,Order face amount - The amount to be transfered.,,,
Envio,dba,RECEIVER,NOTES_RECEIVER,varchar,,200,0/0,TRUE,Notes about the receiver,,,Old/Not Used/Needed
Envio,dba,RECEIVER,NUMID,varchar,,30,0/0,TRUE,Receiver Num OD,,,No Use (PII)
Envio,dba,RECEIVER,ORDER_EXPIRED,nvarchar,,2,0/0,TRUE,,,,
Envio,dba,RECEIVER,ORDER_EXPIRED,sysname,,2,0/0,TRUE,,,,
Envio,dba,RECEIVER,ORIGINAL_FEE,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,ORIGINAL_RATE,numeric,,9,38/38,TRUE,Original Rate before ViaTasa was applied to the order.,,,
Envio,dba,RECEIVER,ORIGINATOR_BUYING_RATE,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,ORIGINATOR_TRANSACTION_ID,varchar,,30,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,PAYER_REFERENCENO,varchar,,50,0/0,TRUE,,,,
Envio,dba,RECEIVER,PAYMENT_DATE,datetime,,8,23/3,TRUE,Date the payment confirmation was received by VIA,,,
Envio,dba,RECEIVER,PHONE1_RECEIVER,varchar,,12,0/0,TRUE,Receiver primary phone,,,No Use (PII)
Envio,dba,RECEIVER,PHONE2_RECEIVER,varchar,,12,0/0,TRUE,Receiver secondary phone,,,No Use (PII)
Envio,dba,RECEIVER,PIN_NUMBER,char,N,30,0/0,TRUE,,,,
Envio,dba,RECEIVER,PORC_COMISION_RECEIVER,numeric,,9,38/38,TRUE,% of Commission Applied to the customer (to Calculate EXCHANGE_RECEIVER),,,
Envio,dba,RECEIVER,RATE_AT_INSERT,numeric,,9,38/38,TRUE,This is the rate at the time the order is inserted into ViaCentral,,,
Envio,dba,RECEIVER,RATE_BASE_AT_INSERT,numeric,,9,38/38,TRUE,This is the rate base (without agency specials) at the time the order is inserted into ViaCentral,,,
Envio,dba,RECEIVER,RATE_CHANGE_RECEIVER,numeric,,9,38/38,FALSE,Exchange Rate applied to the customer.,,,
Envio,dba,RECEIVER,REBATE_AMOUNT,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,REC_ACCBANK,varchar,,20,0/0,TRUE,Receiver account bank,,,No Use (PII)
Envio,dba,RECEIVER,REC_ACCNUMBER,varchar,,20,0/0,TRUE,Receiver account number,,,No Use (PII)
Envio,dba,RECEIVER,REC_ACCROUTING,varchar,,10,0/0,TRUE,Receiver account routing,,,
Envio,dba,RECEIVER,rec_createacc,char,N,1,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,rec_fname,char,Y,50,0/0,TRUE,Receiver First Name,,,No Use (PII)
Envio,dba,RECEIVER,rec_lname,char,Y,50,0/0,TRUE,Receiver Last Name,,,No Use (PII)
Envio,dba,RECEIVER,rec_mname,char,Y,50,0/0,TRUE,Receiver Middle Name,,,No Use (PII)
Envio,dba,RECEIVER,REC_PAYMENTTYPE,char,N,1,0/0,TRUE,Receiver payment type,,,
Envio,dba,RECEIVER,REC_SENACCTYPE,char,N,1,0/0,TRUE,,,,
Envio,dba,RECEIVER,rec_slname,char,Y,50,0/0,TRUE,Receiver Second Last Name,,,No Use (PII)
Envio,dba,RECEIVER,rec_synch,char,N,1,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,RECEIVER_DATE_AVAILABLE,varchar,,50,0/0,TRUE,,,,
Envio,dba,RECEIVER,RECIPIENT_DATE_INSERTED,datetime,,8,23/3,TRUE,,,,
Envio,dba,RECEIVER,RECOMEND_RECEIVER,char,N,1,0/0,TRUE,,,,
Envio,dba,RECEIVER,REF_RECEIVER,numeric,,9,38/38,TRUE,Sequence with the payer.,,,
Envio,dba,RECEIVER,REFERAL_COMISSION_FIXED,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,REFERAL_COMISSION_PERCENTAGE,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE,char,N,1,0/0,TRUE,"Source where the order was enetered (C: ViaCentra, A or NULL: ViaCash)",,,
Envio,dba,RECEIVER,SOURCE_CURRENCY_AMOUNT,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_EXCHANGE_COMPANY,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_EXCHANGE_RECEIVER,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_FEE_AMOUNT,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_FEE_RATE,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_ORIGINAL_RATE,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_TAXES,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_TELEX_COMPANY,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_TELEX_RECEIVER,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SOURCE_TOTAL_RECEIVER,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECEIVER,SPECIAL_COMMENT,nvarchar,,-1,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,SPECIAL_COMMENT,sysname,,-1,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,STATE_TAX,numeric,,9,38/38,TRUE,Amount of the State Tax,,,
Envio,dba,RECEIVER,STATUS_PAGO_AGENT,char,N,1,0/0,TRUE,,,,
Envio,dba,RECEIVER,STATUS_PAGO_PAYEE,char,N,1,0/0,TRUE,,,,
Envio,dba,RECEIVER,SYNC_COMPASS,smallint,,2,5/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,TELEX_COMPANY,numeric,,9,38/38,TRUE,Commission (Fixed) tha belongs to VIA,,,
Envio,dba,RECEIVER,TELEX_RECEIVER,numeric,,9,38/38,TRUE,"Commission (Fixed) Charged to the Customer (includes Agency Part, and Viamericas Part; does not include handling)",,,
Envio,dba,RECEIVER,TIME_RECEIVER,datetime,,8,23/3,TRUE,"Time when the order was entered/received in Viamericas database, migth be different from the agency local time (TYPED_DATE)",,,
Envio,dba,RECEIVER,TOLL_FREE,char,,14,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,TOTAL_DIFERENCE,numeric,,9,38/38,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,TOTAL_MODO_PAGO,numeric,,9,38/38,TRUE,Additional fee to the customer (per Payment Mode) - not beign used,,,
Envio,dba,RECEIVER,TOTAL_MODO_PAGO_COMP,numeric,,9,38/38,TRUE,Part of TOTAL_MODO_PAGO that belong to VIA (not beign used),,,
Envio,dba,RECEIVER,TOTAL_PAY_RECEIVER,numeric,,9,38/38,TRUE,Amount to Be paid to the beneficiary in payment currency.,,,
Envio,dba,RECEIVER,TOTAL_RECEIVER,numeric,,9,38/38,FALSE,Total Amount Paid by the Customer (Order Face Value + Customer Fees + Handling),,,
Envio,dba,RECEIVER,TRANS_RECEIVER,char,N,1,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,type_basis_rec,char,N,1,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,typed_date,datetime,,8,23/3,TRUE,Date the order was enetered in ViaCash. Uses the local computer time.,,,
Envio,dba,RECEIVER,TYPEID,char,,2,0/0,TRUE,Receiver ID Tyipe,,,
Envio,dba,RECEIVER,URGENCY_RECEIVER,numeric,,9,38/38,TRUE,,,,Old/Not Used/Needed
Envio,dba,RECEIVER,ZIP_RECEIVER,char,,7,0/0,TRUE,Receiver address zip code,,,
Envio,dba,RECEIVER,LAST_UPDATED,datetime,,8,23/3,TRUE,,,,
Envio,dba,RECEIVER_FRAUD,CREATED_DATE,datetime,,8,23/3,TRUE,Row creation date,,,
Envio,dba,RECEIVER_FRAUD,DELETED,bit,,1,1/0,TRUE,"Logical deleted : 1 - Yes, 0 - No",,,
Envio,dba,RECEIVER_FRAUD,FRAUD_CLASSIFICATION,varchar,,50,0/0,TRUE,"The fraud classification: REAL, DISTRACTION",,,
Envio,dba,RECEIVER_FRAUD,FRAUD_TYPE,varchar,,50,0/0,FALSE,"The fraud type : PAYMENT, REMORE ACCESS",,,
Envio,dba,RECEIVER_FRAUD,ID,numeric,,9,38/38,FALSE,"Consecutive number, primary key",,,
Envio,dba,RECEIVER_FRAUD,ID_BRANCH,char,Y,10,0/0,FALSE,Branch ID where the transaction was made,,,
Envio,dba,RECEIVER_FRAUD,ID_RECEIVER,numeric,,9,38/38,FALSE,Consecutive number of the transaction per Branch,,,
Envio,dba,RECEIVER_FRAUD,INCIDENT_CODE,varchar,,50,0/0,TRUE,Incident code : Incident fraud code at Salesforce,,,
Envio,crm,Receiver_GP_Components,DATE_RECEIVER,datetime,,8,23/3,TRUE,the transaction Date,,,
Envio,crm,Receiver_GP_Components,ID_BRANCH,varchar,,10,0/0,FALSE,the Id Branch related with the transaction,,,
Envio,crm,Receiver_GP_Components,ID_RECEIVER,numeric,,9,38/38,FALSE,the Id Receiver related with the transaction,,,
Envio,crm,Receiver_GP_Components,VIADEAL_ESTIMATED,numeric,,9,38/38,TRUE,The Viadeal estimated for this transaction,,,
Envio,crm,Receiver_GP_Components,VIADEAL_REAL,numeric,,9,38/38,TRUE,The Viadeal real for this transaction,,,
Envio,dba,RECEIVER_SOURCE,ID_SOURCE,char,N,1,0/0,TRUE,,,,
Envio,dba,RECEIVER_SOURCE,NAME_SOURCE,varchar,,15,0/0,TRUE,,,,
Envio,dba,RECIPIENTE,ID_BRANCH,char,Y,50,0/0,FALSE,TRANSACTION ID_BRANCH,,,
Envio,dba,RECIPIENTE,ID_RECEIVER,numeric,,9,38/38,FALSE,TRANSACTION ID_RECEIVER,,,
Envio,dba,RECIPIENTE,ID_SENDER,numeric,,9,38/38,TRUE,,,,
Envio,dba,RECIPIENTE,NAME_RECEVIER,char,Y,60,0/0,TRUE,RECEIPIENT FULL NAME,,,
Envio,dba,RECIPIENTE,REC_ACCOUNT,char,Y,50,0/0,TRUE,RECEIPIENT BANK ACCOUNT NUMBER,,,
Envio,dba,RECIPIENTE,REC_ACCTYPE,char,Y,50,0/0,TRUE,RECEIPIENT ACCOUNT TYPE,,,
Envio,dba,RECIPIENTE,REC_BANK,char,Y,50,0/0,TRUE,RECEIPIENT  BANK,,,
Envio,dba,RECIPIENTE,REC_CODE,numeric,,9,38/38,FALSE,,,,
Envio,dba,RECIPIENTE,REC_FNAME,char,Y,50,0/0,TRUE,RECEIPIENT FIRST NAME,,,
Envio,dba,RECIPIENTE,REC_LNAME,char,Y,15,0/0,TRUE,RECEIPIENT LAST NAME,,,
Envio,dba,RECIPIENTE,REC_MNAME,char,Y,50,0/0,TRUE,RECEIPIENT MIDDLE NAME,,,
Envio,dba,RECIPIENTE,REC_NAME,char,Y,50,0/0,TRUE,RECEIPIENT FULL NAME,,,
Envio,dba,RECIPIENTE,REC_NUMID,char,Y,50,0/0,TRUE,RECEIPIENT ID NUMBER,,,
Envio,dba,RECIPIENTE,REC_SLNAME,char,Y,15,0/0,TRUE,RECEIPIENT SECOND LAST NAME,,,
Envio,dba,RECIPIENTE,REC_TYPEID,char,Y,2,0/0,TRUE,RECEIPIENT ID TYPE,,,
ViaChecks,dbo,Reprocessed_Checks,CheckId,int,,4,10/0,TRUE,foreign key to dbo.checktable.checkid,,,
ViaChecks,dbo,Reprocessed_Checks,CheckIdMain,int,,4,10/0,TRUE,foreign key to dbo.checktable.checkid,,,
ViaChecks,dbo,Reprocessed_Checks,CheckIdSource,int,,4,10/0,TRUE,foreign key to dbo.checktable.checkid,,,
ViaChecks,dbo,Reprocessed_Checks,CreationDate,datetime,,8,23/3,TRUE,,,,
ViaChecks,dbo,Reprocessed_Checks,ReprocessedCheckId,int,,4,10/0,FALSE,foreign key to dbo.checktable.checkid,,,
ViaChecks,dbo,Reprocessed_Checks,System,tAppName,,50,0/0,TRUE,,,,
ViaChecks,dbo,Reprocessed_Checks,System,varchar,,50,0/0,TRUE,,,,
ViaChecks,dbo,Reprocessed_Checks,UserName,varchar,,50,0/0,TRUE,,,,
ViaChecks,dbo,Reprocessed_Checks,UserName,tAppName,,50,0/0,TRUE,,,,
ViaChecks,dbo,returnChecks,checkID,int,,4,10/0,TRUE,foreign key to dbo.checktable.checkid,,,
ViaChecks,dbo,returnChecks,CONS_TRANS_DIARIA,tAppName,,50,0/0,TRUE,,,,
ViaChecks,dbo,returnChecks,CONS_TRANS_DIARIA,varchar,,50,0/0,TRUE,,,,
ViaChecks,dbo,returnChecks,creditTransactionId,numeric,,9,38/38,TRUE,,,,
ViaChecks,dbo,returnChecks,errorIRD,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnChecks,FEE,numeric,,5,38/38,TRUE,,,,
ViaChecks,dbo,returnChecks,insertedDate,datetime,,8,23/3,TRUE,date of insertion,,,
ViaChecks,dbo,returnChecks,reprocessIRD,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnChecks,returnID,int,,4,10/0,FALSE,,,,
ViaChecks,dbo,returnChecks,returnReason,int,,4,10/0,TRUE,,,,
ViaChecks,dbo,returnChecks,returnTime,datetime,,8,23/3,TRUE,,,,
ViaChecks,dbo,returnChecks,SNENVIO,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnCodes,ALERTTEMPLATE,varchar,,255,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,ALERTTEMPLATE,tAppName,,255,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,DefaultNotify,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnCodes,detailedReason,varchar,,255,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,detailedReason,tAppName,,255,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,DSMENSAJE,tAppName,,600,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,DSMENSAJE,varchar,,600,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,DSMENSAJEMOSTRARLEUSUARIO,varchar,,600,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,DSMENSAJEMOSTRARLEUSUARIO,tAppName,,600,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,returnedCode,tAppName,,255,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,returnedCode,varchar,,255,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,returnID,int,,4,10/0,FALSE,,,,
ViaChecks,dbo,returnCodes,returnReasonX9standar,varchar,,-1,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,returnReasonX9standar,tAppName,,-1,0/0,TRUE,,,,
ViaChecks,dbo,returnCodes,SNBLACKLIST,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnCodes,SNBLOQUEA,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnCodes,SNMARKDEFINITIVE,bit,,1,1/0,TRUE,,,,
ViaChecks,dbo,returnCodes,SNPREGUNTA,bit,,1,1/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,Agency,varchar,,50,0/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,Agency,tAppName,,50,0/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,DescriptionGroup,tAppName,,100,0/0,FALSE,,,,
ViaChecks,Viacheck,RulesGroup,DescriptionGroup,varchar,,100,0/0,FALSE,,,,
ViaChecks,Viacheck,RulesGroup,ExtFunction,bit,,1,1/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,IdGroup,int,,4,10/0,FALSE,,,,
ViaChecks,Viacheck,RulesGroup,IdOnHoldLegend,smallint,,2,5/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,NameGroup,varchar,,100,0/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,NameGroup,tAppName,,100,0/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,ResolutionCenter,bit,,1,1/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,RuleModule,tAppName,,20,0/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,RuleModule,varchar,,20,0/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,RulesBatch,bit,,1,1/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,ShowDescription,bit,,1,1/0,TRUE,,,,
ViaChecks,Viacheck,RulesGroup,status,bit,,1,1/0,FALSE,,,,
Envio,dba,SENDER,ADD_BITMAP_SENDER,char,,50,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,SENDER,ADDRES_SENDER,varchar,,60,0/0,TRUE,Senders Address,,,No Use (PII)
Envio,dba,SENDER,ADDRES2_SENDER,varchar,,60,0/0,TRUE,Senders Alternative Address,,,No Use (PII)
Envio,dba,SENDER,CITY_SENDER,char,Y,30,0/0,TRUE,Sender City Name,,,
Envio,dba,SENDER,CITY_SENDER_OLD,varchar,,50,0/0,TRUE,,,,
Envio,dba,SENDER,COUNTRY_BIRTH_SENDER,varchar,,60,0/0,TRUE,Country where the Sender was born,,,
Envio,dba,SENDER,DOB_SENDER,datetime,,8,23/3,TRUE,Sender Date Of Birth,,,
Envio,dba,SENDER,EMAIL_SENDER,varchar,,100,0/0,TRUE,Sender email,,,No Use (PII)
Envio,dba,SENDER,EXPIRATION_DATE_ID,datetime,,8,23/3,TRUE,When does the sender ID expires?,,,
Envio,dba,SENDER,FLAG_PHONE1_ACTIVATE,bit,,1,1/0,TRUE,,,,
Envio,dba,SENDER,I_AUTHORIZATION,bit,,1,1/0,FALSE,,,,Old/Not Used/Needed
Envio,dba,SENDER,ID_BRANCH,char,Y,10,0/0,FALSE,ID of the BRACH the sender was created,,,
Envio,dba,SENDER,ID_CITY,char,Y,5,0/0,FALSE,Senders Adress ID City,,,
Envio,dba,SENDER,ID_COUNTRY,char,Y,5,0/0,FALSE,"Senders Adress Country, foreing key to dba.country",,,
Envio,dba,SENDER,ID_COUNTRY_ISSUER_ID,char,Y,3,0/0,TRUE,What country is the sender ID from?,,,
Envio,dba,SENDER,ID_COUNTRY_ISSUER_PASSPORT,char,Y,3,0/0,TRUE,Sender Passport Country,,,
Envio,dba,SENDER,ID_FLAG_BILLPAYMENT,bit,,1,1/0,TRUE,,,,
Envio,dba,SENDER,ID_INDUSTRY,int,,4,10/0,TRUE,,,,
Envio,dba,SENDER,ID_JOB,int,,4,10/0,TRUE,,,,
Envio,dba,SENDER,ID_SENDER,numeric,,9,38/38,FALSE,Consecutive per branch is part of the prymary key with ID_BRANCH,,,
Envio,dba,SENDER,ID_SENDER_GLOBAL,numeric,,9,38/38,TRUE,Sender ID unique identifier,,,
Envio,dba,SENDER,ID_STATE,char,Y,5,0/0,FALSE,"Senders Adress ID State Ex: AL, CA, FL,...; foreing key to dba.states",,,
Envio,dba,SENDER,ID_STATE_ISSUER_ID,char,Y,2,0/0,TRUE,What state is the sender ID from?,,,
Envio,dba,SENDER,ID_TYPE_ID_SENDER,char,Y,2,0/0,TRUE,"Senders type of id ex: LD= Drivers License, LE = Libreta Electoral",,,
Envio,dba,SENDER,IDOLOGY,varchar,,20,0/0,TRUE,,,,Old/Not Used/Needed
Envio,dba,SENDER,INSERTED_DATE,datetime,,8,23/3,TRUE,Date the row was inserted,,,
Envio,dba,SENDER,IS_HIDE,char,N,1,0/0,TRUE,,,,
Envio,dba,SENDER,linked_id_sender,numeric,,9,38/38,TRUE,,,,
Envio,dba,SENDER,NAME_SENDER,varchar,,40,0/0,FALSE,Senders Name,,,No Use (PII)
Envio,dba,SENDER,NUMBER_ID_SENDER,char,Y,15,0/0,TRUE,Senders ID Number,,,No Use (PII)
Envio,dba,SENDER,OCCUPATION_SENDER,varchar,,40,0/0,TRUE,What is the sender occupation?,,,
Envio,dba,SENDER,PASSPORT_AVAILABLE,char,N,1,0/0,TRUE,Is the passport available?,,,
Envio,dba,SENDER,PASSPORT_SENDER,varchar,,15,0/0,TRUE,Sender Passport Number,,,No Use (PII)
Envio,dba,SENDER,PHONE1_COUNTRY_CODE,varchar,,5,0/0,TRUE,What is the senders phone number country code,,,
Envio,dba,SENDER,PHONE1_SENDER,numeric,,9,38/38,TRUE,Senders Primary Phone,,,No Use (PII) - CAN USE THE AREA CODE (First Three)
Envio,dba,SENDER,PHONE1_SENDER_MOBILE_PROVIDER,int,,4,10/0,TRUE,,,,
Envio,dba,SENDER,PHONE1_TYPE,varchar,,1,0/0,TRUE,Sender phone  type,,,
Envio,dba,SENDER,PHONE2_COUNTRY_CODE,varchar,,5,0/0,TRUE,What is the senders alternative phone number country code,,,
Envio,dba,SENDER,PHONE2_SENDER,numeric,,9,38/38,TRUE,Senders Phone alternative,,,No Use (PII)
Envio,dba,SENDER,PHONE2_TYPE,varchar,,1,0/0,TRUE,Sender Alterntive phone type,,,
Envio,dba,SENDER,PREFERRED_COUNTRY,varchar,,5,0/0,TRUE,Whay is the prefered country for transactions?,,,
Envio,dba,SENDER,PROMOTIONAL_MESSAGES,bit,,1,1/0,TRUE,Does the sender authorized promotional messages?,,,
Envio,dba,SENDER,RECEIPTTO,numeric,,5,38/38,TRUE,"Where to send the receipt (0: Unknown, 1: EMail, 2: Home, 3: EMail + Home)",,,
Envio,dba,SENDER,SEN_ACCBANK,varchar,,20,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_ACCNUMBER,varchar,,20,0/0,TRUE,,,,No Use (PII)
Envio,dba,SENDER,SEN_ACCREFERENCIAS,varchar,,30,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_ACCROUTING,varchar,,10,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_ACCTYPE,char,N,1,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_ADDR,varchar,,100,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_CITY,varchar,,30,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_ID_CITY,varchar,,5,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_ID_COUNTRY,varchar,,5,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_ID_STATE,varchar,,5,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_NAME,varchar,,100,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_PHONE,numeric,,9,38/38,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_PHONE_COUNTRY_CODE,varchar,,5,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_PHONE_V,varchar,,10,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_ZIP_CODE,numeric,,5,38/38,TRUE,,,,
Envio,dba,SENDER,SEN_EMPLOYER_ZIP_CODE_V,varchar,,5,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_FNAME,varchar,,50,0/0,TRUE,Sender first name,,,No Use (PII)
Envio,dba,SENDER,SEN_FUNDSWILLBEUSEDFOR,varchar,,100,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_LANGUAGE,varchar,,10,0/0,TRUE,Sender prefered language,,,
Envio,dba,SENDER,SEN_LNAME,varchar,,50,0/0,TRUE,Sender last name,,,No Use (PII)
Envio,dba,SENDER,SEN_MNAME,varchar,,50,0/0,TRUE,Senders middle name,,,No Use (PII)
Envio,dba,SENDER,SEN_PAYMENTTYPE,char,N,1,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_RELATIONSHIP,varchar,,100,0/0,TRUE,,,,
Envio,dba,SENDER,SEN_SLNAME,varchar,,50,0/0,TRUE,Sender second last name,,,No Use (PII)
Envio,dba,SENDER,SEN_SOURCEOFFUNDS,varchar,,100,0/0,TRUE,,,,
Envio,dba,SENDER,SSN_AVAILABLE,char,N,1,0/0,TRUE,Is the SSN available?,,,
Envio,dba,SENDER,SSN_SENDER,varchar,,11,0/0,TRUE,Sender Social Security Number,,,No Use (PII)
Envio,dba,SENDER,STATE_SENDER,char,Y,30,0/0,TRUE,Sender State,,,
Envio,dba,SENDER,TYPE_NOTIFICATION_ID,int,,4,10/0,TRUE,"Id notification type : 1 - SMS, 2 - Email, 3 - Fax",,,
Envio,dba,SENDER,UUID,varchar,,50,0/0,TRUE,Sender unique ID that maps to Loyalty,,,
Envio,dba,SENDER,VIACARD,varchar,,20,0/0,TRUE,,,,
Envio,dba,SENDER,ZIP_SENDER,numeric,,5,38/38,TRUE,Senders Adress ZIP Code,,,
Envio,dba,SENDER,ZIP_SENDER_V,nvarchar,,40,0/0,TRUE,,,,
Envio,dba,SENDER,ZIP_SENDER_V,sysname,,40,0/0,TRUE,,,,
Envio,dba,SENDER,LAST_UPDATED,datetime,,8,23/3,TRUE,,,,
Envio,dba,SF_ARMORED_CAR,ARMORED_CAR_NAME,nvarchar,,60,0/0,TRUE,Armored car company name,,,
Envio,dba,SF_ARMORED_CAR,DATE_CREATED,datetime,,8,23/3,TRUE,date created,,,
Envio,dba,SF_ARMORED_CAR,ID_ARMORED_CAR,int,,4,10/0,FALSE,Armored car company ID,,,
Envio,dba,SF_ARMORED_CAR,USER_CREATED,varchar,,100,0/0,TRUE,user that created the row,,,
Envio,dba,SF_PROVIDER,DATE_CREATED,datetime,,8,23/3,TRUE,Date created,,,
Envio,dba,SF_PROVIDER,PROVIDER_ID,int,,4,10/0,FALSE,Provider ID,,,
Envio,dba,SF_PROVIDER,PROVIDER_NAME,nvarchar,,500,0/0,TRUE,Provider name,,,
Envio,dba,SF_PROVIDER,PROVIDER_NAME,sysname,,500,0/0,TRUE,Provider name,,,
Envio,dba,SF_PROVIDER,USER_CREATED,varchar,,100,0/0,TRUE,user created,,,
Envio,dba,SF_SAFES_BRANCHES,DATE_CREATED,datetime,,8,23/3,TRUE,,,,
Envio,dba,SF_SAFES_BRANCHES,ID_ARMORED_CAR,int,,4,10/0,TRUE,,,,
Envio,dba,SF_SAFES_BRANCHES,ID_BRANCH,char,Y,10,0/0,FALSE,"ID of the BRACH , foreign key to dba.branch",,,
Envio,dba,SF_SAFES_BRANCHES,ID_PROVIDER,int,,4,10/0,TRUE,,,,
Envio,dba,SF_SAFES_BRANCHES,ID_SAFE_BRANCH,varchar,,10,0/0,FALSE,,,,
Envio,dba,SF_SAFES_BRANCHES,ID_VAULT,int,,4,10/0,TRUE,,,,
Envio,dba,SF_SAFES_BRANCHES,MachineId,varchar,,20,0/0,FALSE,,,,
Envio,dba,SF_SAFES_BRANCHES,USER_CREATED,varchar,,100,0/0,TRUE,,,,
Envio,dba,SF_SAFES_BRANCHES,wirelessId,varchar,,20,0/0,TRUE,,,,
Envio,dba,SF_VAULT,DATE_CREATED,datetime,,8,23/3,TRUE,date created,,,
Envio,dba,SF_VAULT,USER_CREATED,varchar,,100,0/0,TRUE,user created,,,
Envio,dba,SF_VAULT,VAULT_ADDRESS,nvarchar,,500,0/0,TRUE,Vault address,,,
Envio,dba,SF_VAULT,VAULT_ADDRESS,sysname,,500,0/0,TRUE,Vault address,,,
Envio,dba,SF_VAULT,VAULT_ID,int,,4,10/0,FALSE,Vault ID,,,
Envio,dba,SF_VAULT,VAULT_NAME,nvarchar,,100,0/0,FALSE,Vault name,,,
Envio,dba,SF_VAULT,VAULT_NAME,sysname,,100,0/0,FALSE,Vault name,,,
Envio,dba,SF_VAULT,VAULT_REFERENCE_ID,nchar,,20,0/0,TRUE,Vault reference ID,,,
